date	post_url	video_url
2021-04-19	http://news.gdmztv.com/2021/280119.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/19/bc7dc353d5a6420d8d142ac58f53628e/h264_1200k_mp4.mp4
2021-04-20	http://news.gdmztv.com/2021/280199.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/20/08f392cd4f2348c6aa3197edb3fe0fbc/h264_1200k_mp4.mp4
2021-04-21	http://news.gdmztv.com/2021/280235.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/21/1913caa77aba4bb69f0706c9096ea458/h264_1200k_mp4.mp4
2021-04-22	http://news.gdmztv.com/2021/280317.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/22/479e4e162f03475484de29060c5cfdcc/h264_1200k_mp4.mp4
2021-04-23	http://news.gdmztv.com/2021/280387.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/23/fa7e4553497a4dc2809c29030305a43b/h264_1200k_mp4.mp4
2021-04-24	http://news.gdmztv.com/2021/280428.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/24/3517667e8c4b404bbb03fd1557ddf6c3/h264_1200k_mp4.mp4
2021-04-25	http://news.gdmztv.com/2021/280472.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/25/f0839f1e83074b3980a01383451d03ba/h264_1200k_mp4.mp4
2021-04-26	http://news.gdmztv.com/2021/280537.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/26/a2dc3971d2b24bdcaa0e280682e4d6d8/h264_1200k_mp4.mp4
2021-04-27	http://news.gdmztv.com/2021/280557.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/27/d521765d089a49ae8ed9848e1af406c5/h264_1200k_mp4.mp4
2021-04-28	http://news.gdmztv.com/2021/280645.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/28/2c05e59922734176befd28d635ff15e3/h264_1200k_mp4.mp4
2021-04-29	http://news.gdmztv.com/2021/280723.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/29/ad047e9ef593474094515d3b4d8e1ab4/h264_1200k_mp4.mp4
2021-04-30	http://news.gdmztv.com/2021/280820.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/04/30/c843faaf146a4de2b4f18357826662b4/h264_1200k_mp4.mp4
2021-05-01	http://news.gdmztv.com/2021/280887.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/01/0248c530213c4c4a9f6185faa65cb785/h264_1200k_mp4.mp4
2021-05-02	http://news.gdmztv.com/2021/280916.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/02/34078d6a4c54425c932017d294f7073e/h264_1200k_mp4.mp4
2021-05-03	http://news.gdmztv.com/2021/280953.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/03/619ac03d56f64abda27e0d14df5d7110/h264_1200k_mp4.mp4
2021-05-04	http://news.gdmztv.com/2021/281007.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/04/4b88993a3aab4283a3e444be65f75055/h264_1200k_mp4.mp4
2021-05-05	http://news.gdmztv.com/2021/281049.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/05/9cd006f1f0254edb83f4976f5cc1bcf0/h264_1200k_mp4.mp4
2021-05-06	http://news.gdmztv.com/2021/281116.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/06/84afb4f3fc5c45e785f6510bfc1b29bf/h264_1200k_mp4.mp4
2021-05-07	http://news.gdmztv.com/2021/281184.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/07/5739a69d7ddf4cf0bab57fff4f3126c4/h264_1200k_mp4.mp4
2021-05-08	http://news.gdmztv.com/2021/281240.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/08/fb3f4b68c3f2472cbb6e514c6bd62c97/h264_1200k_mp4.mp4
2021-05-09	http://news.gdmztv.com/2021/281258.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/09/b77ad42a5ac74271bdcef2b1d97c4d12/h264_1200k_mp4.mp4
2021-05-10	http://news.gdmztv.com/2021/281337.shtml	http://v8.gdmztv.com:8082/mzt/vod/2021/05/10/956234750d8648b590fdd310955ec424/h264_1200k_mp4.mp4
